season	yr	mnth	holiday	weekday	workingday	weathersit	temp	hum	windspeed	cnt
3	1	7	0	1	1	1	0.741667	0.694167	0.138683	6966
1	0	3	0	1	1	1	0.261739	0.551304	0.341352	1872
4	0	9	0	3	1	2	0.635	0.84875	0.14862899999999998	3907
1	0	1	0	5	1	1	0.1775	0.457083	0.353242	1543
4	0	11	0	0	0	1	0.459167	0.698333	0.208954	3071
4	1	10	0	3	1	2	0.6575	0.79375	0.0665458	7572
1	0	3	0	6	0	1	0.4725	0.37916700000000003	0.368167	3117
2	1	4	0	0	0	1	0.458333	0.587083	0.116908	6304
2	0	4	0	0	0	1	0.378333	0.48	0.182213	3249
2	1	5	0	2	1	2	0.611667	0.794583	0.147392	5115
3	1	8	0	0	0	2	0.6533329999999999	0.845833	0.228858	5255
4	1	9	0	3	1	1	0.635	0.630833	0.2444	7733
1	0	3	0	3	1	2	0.295833	0.775417	0.22015	1891
2	1	4	0	1	1	2	0.464167	0.57	0.171638	5572
4	1	11	0	5	1	1	0.345	0.524583	0.171025	5698
2	1	5	0	5	1	1	0.533333	0.360417	0.23693699999999998	7030
1	0	2	0	4	1	1	0.144348	0.437391	0.221935	1538
2	0	5	1	1	0	1	0.733333	0.685	0.131225	4098
2	0	4	0	3	1	1	0.390833	0.470833	0.263063	2808
3	1	6	0	5	1	1	0.834167	0.48875	0.165417	5463
3	0	7	0	2	1	1	0.771667	0.540833	0.200258	4590
1	0	3	0	2	1	1	0.266667	0.535	0.216425	1851
1	0	1	0	5	1	1	0.16087	0.537826	0.126548	1421
2	0	6	0	3	1	2	0.764167	0.677083	0.207092	3974
3	0	9	0	2	1	3	0.54	0.886957	0.343943	2710
1	1	1	0	3	1	1	0.303333	0.443333	0.38061125	3376
4	0	10	0	1	1	1	0.463333	0.772083	0.11879200000000001	4187
1	0	2	0	0	0	1	0.343478	0.68	0.125248	2402
4	0	11	0	1	1	1	0.503478	0.743043	0.142122	3867
3	0	7	0	2	1	1	0.746667	0.590417	0.12625799999999998	4665
2	1	4	0	0	0	3	0.396667	0.835417	0.344546	1027
3	1	8	0	1	1	1	0.703333	0.730417	0.128733	6917
2	1	6	0	6	0	1	0.710833	0.437083	0.144287	7498
2	1	4	0	4	1	2	0.49833299999999997	0.756667	0.176625	5026
4	1	12	0	4	1	1	0.255833	0.50875	0.174754	5375
1	0	2	0	5	1	2	0.211304	0.585217	0.127839	1708
2	0	4	0	6	0	2	0.315	0.65375	0.19714600000000002	2252
1	0	12	0	4	1	1	0.248333	0.574167	0.11941199999999999	2423
3	1	6	0	1	1	1	0.7158329999999999	0.504167	0.300383	6779
2	0	4	0	5	1	2	0.336667	0.729583	0.219521	1683
4	1	11	0	4	1	1	0.352174	0.333478	0.347835	5315
1	1	2	0	5	1	1	0.313333	0.526667	0.17849600000000002	4151
4	0	9	0	0	0	2	0.634167	0.845	0.0503792	5010
3	0	6	0	4	1	2	0.728333	0.703333	0.238804	4790
3	0	8	0	5	1	2	0.685	0.722917	0.139308	4153
2	1	4	0	3	1	1	0.348696	0.46956499999999995	0.295274	4862
3	0	6	0	4	1	1	0.696667	0.434167	0.18531199999999998	5515
1	1	1	0	6	0	2	0.173333	0.83125	0.222642	1301
4	1	11	0	1	1	1	0.31916700000000003	0.494167	0.236325	5259
1	0	2	0	0	0	1	0.285217	0.407826	0.223235	1812
1	0	3	0	0	0	1	0.384348	0.5273909999999999	0.270604	2417
2	1	4	0	5	1	1	0.403333	0.377083	0.300388	6460
1	1	3	0	0	0	1	0.325833	0.403333	0.334571	3423
4	0	11	0	6	0	1	0.375833	0.681667	0.0684208	3068
1	1	2	0	6	0	2	0.264167	0.779583	0.121896	2832
1	1	1	0	0	0	1	0.2825	0.31125	0.24005	3243
1	1	1	0	4	1	2	0.3825	0.802917	0.18096700000000002	4097
1	0	1	0	5	1	2	0.203478	0.793043	0.1233	1167
4	1	11	0	1	1	2	0.380833	0.623333	0.235067	5499
4	0	11	0	3	1	1	0.3775	0.71875	0.08209169999999999	4186
3	1	6	0	4	1	1	0.805833	0.567917	0.11878699999999999	5905
4	1	11	0	0	0	1	0.245833	0.468333	0.1505	2424
2	1	5	0	4	1	1	0.68	0.492917	0.195279	7338
3	0	8	0	0	0	1	0.707059	0.561765	0.304659	4334
1	1	2	1	1	0	1	0.28	0.507826	0.22908299999999998	3129
3	0	7	0	6	0	1	0.733333	0.609167	0.16791199999999998	5336
4	0	10	0	6	0	2	0.41	0.75375	0.292296	2429
2	1	6	0	2	1	1	0.688333	0.69	0.148017	6825
1	0	2	0	4	1	1	0.43583299999999997	0.505	0.230104	2475
4	0	11	0	4	1	2	0.341667	0.575833	0.30536199999999997	3053
3	0	9	0	3	1	2	0.595	0.9	0.0964042	4352
1	1	12	1	2	0	2	0.291304	0.734783	0.168726	1013
3	0	7	0	5	1	1	0.848333	0.580417	0.1331	3387
4	0	11	0	5	1	1	0.375	0.64375	0.0988958	2792
3	1	9	0	3	1	1	0.5525	0.536667	0.215175	7591
4	1	10	0	2	1	1	0.544167	0.641667	0.09454580000000001	7466
3	1	9	0	6	0	1	0.65	0.646667	0.283583	8395
4	0	10	0	4	1	2	0.47	0.812917	0.19776300000000002	2659
4	0	10	0	1	1	1	0.5341670000000001	0.579583	0.175379	4570
3	1	8	0	5	1	2	0.7158329999999999	0.7158329999999999	0.238813	5786
4	1	10	0	6	0	2	0.53	0.72	0.235692	7852
4	1	11	1	4	0	1	0.34	0.580417	0.05287080000000001	2425
3	0	9	0	3	1	3	0.599167	0.917083	0.0970208	1996
3	1	9	0	0	0	1	0.58	0.57	0.09018330000000001	7333
3	0	7	1	1	0	2	0.726667	0.637917	0.08147919999999999	6043
2	1	5	0	5	1	1	0.6275	0.735417	0.162938	6296
3	0	8	0	6	0	2	0.716667	0.755	0.22825	4294
4	1	11	0	4	1	2	0.365833	0.581667	0.157346	5986
3	1	8	0	5	1	1	0.723333	0.570833	0.231354	7148
2	1	4	0	1	1	1	0.489167	0.3175	0.358196	5585
4	1	11	0	6	0	1	0.325	0.545417	0.179729	5629
4	0	9	0	1	1	2	0.649167	0.848333	0.1107	4630
2	1	5	0	6	0	1	0.6	0.45625	0.083975	8294
4	0	9	0	2	1	2	0.636667	0.885417	0.118171	4120
1	1	2	0	0	0	1	0.1275	0.46458299999999997	0.38061125	1529
1	0	1	0	0	0	1	0.0965217	0.436522	0.2466	986
2	0	4	0	2	1	2	0.505833	0.665833	0.157971	3204
3	0	8	0	4	1	1	0.711667	0.654583	0.233208	3805
2	0	4	0	3	1	1	0.595	0.614167	0.241925	3944
3	1	6	0	6	0	1	0.731667	0.534583	0.179721	7458
3	0	8	0	6	0	1	0.6975	0.674167	0.104467	5191
3	0	9	0	0	0	1	0.6533329999999999	0.71375	0.11505399999999999	5046
2	0	5	0	2	1	1	0.5325	0.489167	0.11567100000000001	4803
2	0	6	0	4	1	1	0.715	0.305	0.29228699999999996	4968
2	1	6	0	4	1	1	0.6025	0.567083	0.15735	7494
3	0	9	0	1	1	2	0.549167	0.69	0.15174200000000002	4539
3	1	9	0	2	1	1	0.725833	0.755	0.236321	6864
2	1	6	0	6	0	1	0.583333	0.549167	0.18656199999999998	8120
2	1	5	0	4	1	1	0.505833	0.552083	0.31406300000000004	6572
3	1	8	0	1	1	1	0.720833	0.545417	0.136212	6883
4	0	11	0	0	0	1	0.348333	0.734583	0.09205419999999999	3649
1	0	1	0	5	1	2	0.196522	0.49869600000000003	0.168726	1510
1	0	2	0	6	0	1	0.2825	0.537917	0.18657100000000001	1969
2	0	3	0	1	1	2	0.430435	0.737391	0.288783	2077
4	0	12	0	4	1	1	0.265833	0.58	0.240058	3322
1	0	2	0	4	1	2	0.295652	0.697391	0.250496	1807
3	1	6	0	2	1	1	0.630833	0.37333299999999997	0.347642	7442
1	1	1	0	1	1	1	0.269167	0.400833	0.215792	3624
2	1	4	0	1	1	1	0.433913	0.5043479999999999	0.312139	5936
2	1	4	0	3	1	1	0.476667	0.427917	0.11879200000000001	6196
1	1	3	0	3	1	1	0.5725	0.507083	0.11506199999999998	6312
1	1	1	0	2	1	1	0.39	0.416667	0.261817	4509
3	1	7	0	3	1	1	0.793333	0.577083	0.137442	5713
2	0	5	0	4	1	2	0.530833	0.829583	0.10821300000000002	4575
4	1	10	0	6	0	1	0.554167	0.664167	0.268025	7965
2	1	5	0	2	1	2	0.613333	0.659583	0.156096	5740
1	0	3	0	3	1	2	0.365217	0.776522	0.20311700000000002	2192
2	0	3	0	3	1	2	0.3	0.646667	0.17288800000000001	1536
4	0	10	0	5	1	2	0.330833	0.585833	0.229479	3747
2	1	3	0	3	1	1	0.484167	0.48125	0.291671	5698
2	1	6	0	0	0	1	0.6025	0.49333299999999997	0.184087	7641
3	0	7	0	6	0	1	0.738333	0.444583	0.11506199999999998	5119
4	1	11	0	5	1	1	0.361667	0.540833	0.214558	5992
2	0	5	0	0	0	1	0.604167	0.749583	0.148008	4660
3	0	6	0	3	1	1	0.733333	0.7075	0.172262	4507
1	0	1	0	3	1	3	0.2175	0.8625	0.29385	506
3	0	8	0	6	0	2	0.68	0.85	0.37561700000000003	1115
3	0	8	0	2	1	1	0.783333	0.49125	0.20585	4845
2	0	4	0	2	1	2	0.414167	0.642083	0.38061125	1795
3	0	8	0	1	1	1	0.765	0.592083	0.192175	4326
3	1	9	0	4	1	1	0.546667	0.618333	0.11816700000000001	7720
2	1	3	0	5	1	2	0.37	0.580833	0.138067	5459
4	1	11	0	4	1	2	0.321667	0.620417	0.15298699999999998	5445
1	1	1	0	5	1	2	0.425	0.74125	0.342667	3456
2	1	6	0	5	1	2	0.654167	0.755417	0.23756300000000002	4127
2	0	5	0	4	1	1	0.708333	0.6775	0.19964200000000001	4677
1	1	2	0	0	0	2	0.28	0.515833	0.253112	2689
2	0	5	0	3	1	2	0.414167	0.737083	0.328996	2633
1	1	1	1	1	0	1	0.273043	0.381304	0.329665	1951
2	1	5	0	4	1	1	0.593333	0.52	0.229475	7384
3	1	9	0	5	1	1	0.599167	0.66875	0.154229	8167
2	1	5	0	2	1	2	0.615	0.765833	0.11816700000000001	6073
1	0	1	0	4	1	2	0.261667	0.538333	0.195904	1927
3	0	8	0	5	1	1	0.708333	0.415	0.125621	4905
1	0	1	0	6	0	2	0.344167	0.805833	0.160446	985
1	0	3	0	6	0	2	0.384167	0.789167	0.251871	2077
3	0	8	0	4	1	1	0.7175	0.42375	0.164796	4792
3	1	7	0	2	1	1	0.780833	0.492083	0.126237	6660
1	0	2	1	1	0	2	0.303333	0.605	0.307846	1107
3	1	8	0	4	1	1	0.706667	0.590417	0.0771167	7713
2	1	5	0	3	1	1	0.636667	0.697917	0.122512	7424
2	0	4	0	5	1	2	0.335833	0.83625	0.226992	1471
4	1	11	0	2	1	2	0.343333	0.662917	0.342046	4094
1	0	2	0	5	1	2	0.364348	0.712174	0.346539	1461
3	0	8	0	0	0	1	0.710833	0.77	0.248754	3873
1	0	2	0	0	0	1	0.31652199999999997	0.457391	0.260883	1589
1	1	2	0	2	1	1	0.287826	0.594348	0.205717	3777
2	0	4	0	2	1	1	0.631667	0.729167	0.3265	4400
4	1	12	0	0	0	2	0.384167	0.905417	0.157975	3228
2	0	5	0	2	1	2	0.616667	0.697083	0.342667	4451
1	0	2	0	0	0	1	0.285833	0.568333	0.1418	1623
4	1	11	1	1	0	1	0.485	0.741667	0.173517	6269
2	0	5	0	0	0	2	0.5625	0.867083	0.152979	4553
2	1	5	0	0	0	1	0.6125	0.57625	0.225117	6118
3	0	6	0	3	1	1	0.728333	0.497917	0.261821	5225
4	0	12	0	5	1	2	0.375	0.500417	0.260575	3577
3	1	8	0	4	1	1	0.755833	0.620417	0.1561	7286
4	1	12	0	5	1	1	0.281667	0.642917	0.13122899999999998	5611
3	1	8	0	4	1	1	0.7525	0.659583	0.129354	7261
4	0	10	0	6	0	1	0.521667	0.70125	0.0454042	5409
3	1	9	0	4	1	1	0.6125	0.637083	0.08272080000000001	7804
4	1	10	0	3	1	1	0.5875	0.63625	0.07277919999999999	7693
4	0	10	0	2	1	1	0.471667	0.622917	0.166658	4687
3	0	7	0	1	1	1	0.746667	0.65125	0.215804	4458
1	1	12	0	3	1	3	0.243333	0.823333	0.316546	441
2	0	6	0	0	0	1	0.6925	0.747917	0.16356700000000002	4460
2	1	4	0	0	0	1	0.606667	0.507917	0.225129	7132
1	1	3	0	1	1	1	0.545	0.72875	0.16231700000000002	6153
3	0	8	0	0	0	2	0.676667	0.8175	0.222633	3820
1	0	2	0	2	1	1	0.220833	0.537917	0.36195	1530
2	0	6	0	6	0	1	0.725	0.654583	0.15485	4966
2	1	6	0	6	0	1	0.631667	0.504167	0.166667	7702
1	0	2	0	6	0	2	0.23333299999999998	0.929167	0.161079	1005
1	0	1	0	1	1	1	0.196364	0.43727299999999997	0.248309	1349
2	0	4	0	5	1	2	0.3	0.68625	0.258708	2227
1	1	2	0	4	1	2	0.31666700000000003	0.7529170000000001	0.091425	3005
2	1	3	0	4	1	1	0.554167	0.83125	0.11756199999999999	6871
4	0	11	0	2	1	1	0.400833	0.68375	0.135571	4068
4	0	10	0	3	1	2	0.484167	0.720417	0.148642	3894
3	0	9	0	6	0	1	0.66	0.75375	0.153608	5345
1	0	12	0	6	0	1	0.41	0.615833	0.220154	2485
4	1	11	0	2	1	2	0.291667	0.786667	0.237562	3959
2	0	4	0	0	0	2	0.426667	0.8575	0.146767	2895
2	0	4	0	3	1	2	0.4125	0.819167	0.25061700000000003	2162
4	1	10	0	6	0	1	0.393333	0.494583	0.146142	7109
2	1	5	0	1	1	2	0.5375	0.664167	0.230721	6273
2	0	4	0	6	0	3	0.43083299999999997	0.888333	0.340808	795
2	0	4	0	2	1	2	0.5025	0.739167	0.274879	2034
4	1	10	0	1	1	2	0.561667	0.7075	0.296037	5875
2	0	3	0	0	0	2	0.25304299999999996	0.493913	0.1843	1693
1	0	2	0	4	1	1	0.18695699999999998	0.43782600000000005	0.277752	1550
2	0	5	0	6	0	1	0.6025	0.626667	0.12065	5805
2	1	4	0	3	1	2	0.463333	0.569167	0.16791199999999998	4367
3	1	8	0	3	1	1	0.706667	0.619583	0.169771	7347
2	1	5	0	0	0	2	0.5625	0.74	0.14987899999999998	6359
3	0	8	0	0	0	1	0.7425	0.7529170000000001	0.201487	3785
3	0	9	1	1	0	2	0.673333	0.790417	0.212696	3351
4	0	11	0	1	1	1	0.395	0.75875	0.057225	4035
2	1	6	0	1	1	2	0.568333	0.777917	0.174746	5099
2	1	4	0	0	0	1	0.5	0.275833	0.232596	5169
3	1	9	0	4	1	2	0.696667	0.810417	0.142421	6203
1	0	12	0	5	1	1	0.311667	0.636667	0.13433699999999998	2999
1	0	2	0	1	1	1	0.271667	0.738333	0.045408300000000006	1712
1	1	1	0	2	1	1	0.3425	0.835833	0.123767	4339
1	1	2	0	0	0	1	0.279167	0.41	0.205229	3389
1	1	3	0	0	0	1	0.361739	0.47695699999999996	0.22258699999999998	4911
2	1	6	0	3	1	1	0.7825	0.592083	0.11381199999999998	6211
2	1	6	0	3	1	1	0.655833	0.582083	0.343279	7421
1	1	12	0	5	1	2	0.326667	0.556667	0.37438299999999997	3623
4	1	12	0	4	1	2	0.33	0.667917	0.132463	4128
4	1	10	0	0	0	1	0.464167	0.51	0.166054	6824
3	1	7	0	5	1	2	0.665833	0.844167	0.208967	5870
3	1	9	0	1	1	1	0.583333	0.50375	0.258713	7525
4	1	9	0	4	1	2	0.65	0.690833	0.13434200000000002	7393
1	0	1	0	2	1	2	0.216667	0.861667	0.146775	683
3	0	9	0	5	1	2	0.65	0.897917	0.12437899999999999	3544
4	1	10	0	4	1	1	0.435	0.463333	0.181596	7570
3	0	7	0	1	1	1	0.743333	0.757083	0.09080830000000001	3840
4	1	10	0	5	1	1	0.4375	0.539167	0.235092	7282
2	0	5	0	2	1	2	0.66	0.740833	0.207092	4492
2	0	4	0	4	1	1	0.459167	0.407083	0.325258	4189
4	0	11	0	4	1	1	0.408333	0.702083	0.136817	3974
4	1	12	0	4	1	1	0.295833	0.485833	0.174129	5532
1	1	2	0	2	1	2	0.31916700000000003	0.50875	0.141179	3922
1	0	12	0	3	1	1	0.29913	0.503913	0.29396100000000003	2302
2	0	6	0	5	1	1	0.62	0.354167	0.253121	5312
3	1	8	0	3	1	1	0.6675	0.677083	0.0702833	7375
1	0	2	0	6	0	1	0.399167	0.20468725	0.38061125	1635
3	0	7	0	1	1	1	0.7625	0.635833	0.282337	4086
4	0	12	0	0	0	1	0.238333	0.58625	0.16977899999999999	2431
3	1	8	0	3	1	1	0.7175	0.6775	0.141179	7580
2	1	6	0	4	1	1	0.648333	0.569583	0.253733	7363
2	0	3	0	2	1	1	0.44166700000000003	0.624583	0.22575	2703
3	1	8	0	6	0	1	0.793333	0.613333	0.257458	6824
1	0	1	1	1	0	2	0.175833	0.5375	0.194017	1000
3	0	6	0	1	1	2	0.6825	0.658333	0.10758800000000002	4708
1	1	2	0	1	1	1	0.282609	0.622174	0.1538	3784
1	0	2	0	6	0	1	0.2225	0.544167	0.20336700000000002	1472
1	1	1	0	5	1	2	0.2175	0.45	0.20275	3163
3	1	7	0	1	1	1	0.781667	0.447083	0.195267	6227
3	1	8	0	3	1	1	0.685	0.552083	0.112562	7697
2	1	4	0	2	1	1	0.466667	0.396667	0.100133	6772
3	1	9	0	0	0	2	0.696667	0.815	0.06407080000000001	5810
4	1	10	0	6	0	1	0.484167	0.572917	0.11753699999999999	8090
4	0	10	0	2	1	1	0.484167	0.71	0.205854	4456
3	0	7	0	5	1	2	0.709167	0.757917	0.225129	4040
4	1	11	0	3	1	1	0.296667	0.50625	0.210821	5260
4	1	10	0	0	0	1	0.521667	0.640417	0.27861199999999997	6639
4	1	11	0	3	1	1	0.353333	0.61375	0.103246	5146
1	1	2	0	3	1	2	0.344348	0.804783	0.179117	1834
1	0	2	0	2	1	1	0.182222	0.577778	0.195683	1450
3	0	6	0	5	1	1	0.724167	0.573333	0.222025	4991
1	0	3	0	1	1	1	0.32521700000000003	0.496957	0.136926	2046
3	1	9	0	6	0	2	0.6591670000000001	0.799167	0.281104	5976
2	0	5	0	3	1	1	0.660833	0.69625	0.15423299999999998	4978
1	1	2	0	2	1	1	0.359167	0.395833	0.193417	4363
1	1	3	0	4	1	1	0.5275	0.5675	0.38061125	5382
1	1	2	0	2	1	1	0.354167	0.49625	0.147379	4375
3	0	8	0	4	1	2	0.71	0.7575	0.19715	4576
1	1	1	0	4	1	2	0.341667	0.769583	0.07339580000000001	4075
4	1	11	0	1	1	1	0.313333	0.535417	0.04665	5087
4	0	10	0	0	0	1	0.31916700000000003	0.62375	0.176617	3331
2	0	5	0	5	1	2	0.5125	0.863333	0.179725	4105
1	1	3	0	6	0	2	0.514167	0.755833	0.110704	7836
2	1	4	0	6	0	1	0.4375	0.25416700000000003	0.274871	6857
4	1	10	0	1	1	2	0.520833	0.649167	0.09080419999999999	6778
3	0	9	0	2	1	2	0.561667	0.88125	0.134954	3641
4	1	12	0	1	1	2	0.43583299999999997	0.925	0.190308	5170
4	0	9	0	5	1	1	0.564167	0.6475	0.206475	5202
3	0	8	0	6	0	2	0.685833	0.729583	0.211454	4150
3	0	7	0	3	1	1	0.72	0.743333	0.149883	4629
4	1	12	0	2	1	2	0.353333	0.5966670000000001	0.296037	5501
1	0	1	0	1	1	1	0.0973913	0.49173900000000004	0.15833	1416
2	1	5	0	6	0	1	0.6925	0.7325	0.198992	6536
3	1	9	0	5	1	1	0.703333	0.73625	0.171646	7504
2	1	4	0	2	1	1	0.413333	0.454167	0.249383	5633
2	1	4	0	1	1	2	0.321667	0.766667	0.303496	3214
3	1	8	0	5	1	2	0.765833	0.6425	0.215792	7175
2	1	4	0	2	1	1	0.608333	0.390417	0.273629	6691
3	1	7	0	4	1	1	0.7158329999999999	0.529583	0.146775	7446
1	1	12	0	6	0	2	0.253333	0.7529170000000001	0.124383	1341
1	1	2	0	4	1	1	0.454167	0.554583	0.190913	5062
2	1	5	0	3	1	2	0.575	0.744167	0.216412	4717
1	1	1	0	2	1	2	0.37304299999999996	0.716087	0.34913	2935
2	1	5	0	3	1	2	0.621667	0.774583	0.102	5260
1	0	2	0	2	1	2	0.192174	0.829565	0.053212999999999996	1360
4	1	11	0	5	1	1	0.298333	0.649583	0.05847080000000001	5668
3	0	7	0	3	1	1	0.746667	0.631667	0.14613299999999999	4342
3	0	7	0	6	0	1	0.849167	0.5	0.131221	3285
3	0	8	0	5	1	1	0.7	0.76125	0.0839625	4661
2	0	4	0	1	1	1	0.606667	0.776667	0.185333	4073
4	0	11	0	3	1	1	0.325	0.613333	0.271158	3613
3	1	9	0	3	1	1	0.599167	0.577083	0.131846	7870
4	1	9	0	0	0	1	0.529167	0.46708299999999997	0.22325799999999998	7907
2	1	5	1	1	0	1	0.7125	0.67625	0.196521	6043
3	1	7	0	4	1	1	0.776667	0.5966670000000001	0.28481300000000004	6861
3	0	9	0	4	1	2	0.628333	0.902083	0.128125	4795
1	0	12	0	0	0	1	0.274783	0.681304	0.155091	754
4	1	10	0	4	1	2	0.55	0.800417	0.124375	7359
4	0	12	0	0	0	1	0.330833	0.775833	0.08395830000000001	3485
2	1	6	0	0	0	1	0.726667	0.538333	0.133721	6598
3	1	7	0	5	1	1	0.828333	0.450833	0.146142	6207
1	1	1	1	1	0	1	0.19	0.5225	0.23135799999999998	2298
1	0	1	0	4	1	1	0.204348	0.518261	0.0895652	1606
4	1	11	0	6	0	1	0.389167	0.645417	0.05784580000000001	6536
3	1	7	0	3	1	1	0.724167	0.45	0.1648	8173
3	1	8	0	3	1	2	0.75	0.672917	0.1107	7534
2	0	5	0	0	0	1	0.5283329999999999	0.631667	0.0746375	4333
4	1	11	0	4	1	1	0.28087	0.555652	0.115522	5323
3	0	9	0	0	0	1	0.5075	0.695	0.178483	4274
2	0	4	0	0	0	1	0.456667	0.479583	0.303496	3744
1	1	3	0	5	1	2	0.410833	0.407083	0.38061125	4569
3	0	6	0	2	1	1	0.744167	0.634167	0.144283	4648
1	1	1	0	3	1	2	0.1075	0.414583	0.1847	2368
2	1	5	0	0	0	1	0.620833	0.530417	0.254367	7129
3	1	7	0	1	1	2	0.710833	0.683333	0.180975	6569
4	0	12	0	6	0	2	0.258333	0.560833	0.243167	2739
4	0	11	1	5	0	1	0.324167	0.44625	0.314675	3368
1	0	2	0	5	1	1	0.521667	0.516667	0.264925	2927
4	0	11	0	3	1	1	0.4	0.758333	0.06219580000000001	4109
1	0	2	0	3	1	2	0.26	0.775417	0.264308	1526
2	1	3	0	5	1	2	0.601667	0.694167	0.1163	8362
3	0	7	0	5	1	1	0.838333	0.5425	0.17413800000000001	3846
3	0	9	0	6	0	2	0.491667	0.718333	0.189675	4511
4	0	11	0	0	0	1	0.440833	0.458333	0.281721	3717
4	0	10	0	2	1	2	0.566667	0.80875	0.143042	4563
2	0	4	0	1	1	1	0.5125	0.5425	0.16356700000000002	3429
4	1	10	0	5	1	2	0.563333	0.815	0.134954	5424
1	1	2	0	4	1	1	0.265	0.562083	0.194037	3830
3	1	7	0	0	0	1	0.815833	0.51875	0.16852899999999998	5531
3	1	7	0	1	1	1	0.730833	0.66875	0.153617	7105
3	1	7	0	6	0	1	0.861667	0.492083	0.163554	4840
3	1	7	1	3	0	1	0.789167	0.53875	0.13495	7403
2	0	3	0	2	1	1	0.3025	0.31416700000000003	0.226996	2425
3	1	8	0	1	1	2	0.7525	0.654167	0.129354	7013
