"season","yr","mnth","holiday","weekday","workingday","weathersit","temp","hum","windspeed","cnt"
"1","2","1","1","1","1","1",0.3375,0.465,0.191542,3712.1142578125
"1","2","1","1","7","1","1",0.18,0.4575,0.187183,2528.75341796875
"1","2","1","1","3","2","2",0.373043,0.716087,0.34913,2853.857421875
"1","2","1","1","5","2","1",0.19,0.4975,0.220158,3087.09423828125
"1","2","1","1","2","2","2",0.218333,0.91125,0.110708,2517.72241210938
"1","2","1","1","1","1","1",0.2825,0.31125,0.24005,3107.1142578125
"1","2","1","1","2","2","1",0.269167,0.400833,0.215792,3300.7158203125
"1","2","1","1","3","2","1",0.39,0.416667,0.261817,4473.349609375
"1","2","2","1","6","2","1",0.313333,0.526667,0.178496,4234.83203125
"1","2","2","1","1","1","2",0.265833,0.687917,0.175996,2130.576171875
"1","2","2","1","1","1","1",0.1275,0.464583,0.38061125,1977.22521972656
"1","2","2","1","4","2","1",0.348333,0.53125,0.1816,4031.24633789062
"1","2","2","1","5","2","2",0.316667,0.752917,0.091425,3530.68798828125
"1","2","3","1","7","1","1",0.2875,0.350417,0.22575,3622.34204101562
"1","2","3","1","4","2","1",0.5725,0.507083,0.115062,6501.681640625
"2","2","3","1","4","2","2",0.531667,0.82125,0.0895583,6114.42724609375
"2","2","3","1","6","2","2",0.601667,0.694167,0.1163,7045.5478515625
"2","2","3","1","1","1","2",0.4375,0.880833,0.220775,3027.83325195312
"2","2","3","1","4","2","1",0.484167,0.48125,0.291671,6329.3427734375
"2","2","3","1","7","1","2",0.424167,0.738333,0.250617,4233.96533203125
"2","2","4","1","6","2","1",0.403333,0.377083,0.300388,5599.42919921875
"2","2","4","1","7","1","1",0.4375,0.254167,0.274871,6178.78564453125
"2","2","4","1","1","1","1",0.458333,0.587083,0.116908,6030.666015625
"2","2","5","1","3","2","2",0.581667,0.685833,0.296029,5297.02001953125
"2","2","5","1","7","1","1",0.564167,0.480417,0.123133,7705.08154296875
"2","2","5","1","1","1","1",0.6125,0.57625,0.225117,6711.953125
"2","2","5","1","7","1","1",0.6925,0.7325,0.198992,6327.7255859375
"2","2","6","1","6","2","2",0.654167,0.755417,0.237563,5979.65673828125
"2","2","6","1","7","1","1",0.583333,0.549167,0.186562,7618.29296875
"2","2","6","1","7","1","1",0.710833,0.437083,0.144287,7173.99560546875
"2","2","6","1","4","2","1",0.655833,0.582083,0.343279,6942.73046875
"2","2","6","1","7","1","1",0.631667,0.504167,0.166667,7786.9091796875
"2","2","6","1","1","1","1",0.5925,0.59875,0.144904,6934.92431640625
"2","2","6","1","2","2","2",0.568333,0.777917,0.174746,5339.5439453125
"3","2","6","1","6","2","1",0.7775,0.57375,0.182842,6808.1357421875
"3","2","6","1","7","1","1",0.731667,0.534583,0.179721,7379.822265625
"3","2","7","2","4","1","1",0.789167,0.53875,0.13495,5499.35791015625
"3","2","7","1","4","2","1",0.716667,0.633333,0.151733,7189.76611328125
"3","2","7","1","7","1","1",0.755833,0.613333,0.15735,6600.9755859375
"3","2","8","1","5","2","1",0.7525,0.659583,0.129354,7318.01806640625
"3","2","8","1","1","1","1",0.769167,0.6525,0.290421,6317.1953125
"3","2","8","1","5","2","1",0.755833,0.620417,0.1561,6909.0341796875
"3","2","8","1","4","2","1",0.706667,0.619583,0.169771,7220.74365234375
"3","2","8","1","1","1","2",0.635833,0.711667,0.08645,7212.962890625
"3","2","8","1","5","2","1",0.695833,0.635833,0.0845958,7579.12451171875
"3","2","8","1","7","1","2",0.661667,0.712917,0.244408,6351.57373046875
"3","2","9","2","2","1","1",0.7075,0.790833,0.151121,5634.68701171875
"3","2","9","1","5","2","1",0.6125,0.637083,0.0827208,7792.685546875
"3","2","9","1","6","2","1",0.633333,0.6725,0.103863,7772.2451171875
"4","2","9","1","2","2","1",0.514167,0.492917,0.142404,7362.001953125
"4","2","10","1","2","2","2",0.520833,0.649167,0.0908042,7195.70849609375
"4","2","10","1","2","2","2",0.561667,0.7075,0.296037,6146.49365234375
"4","2","10","1","5","2","2",0.5225,0.728333,0.236937,6507.62158203125
"4","2","10","1","4","2","1",0.5875,0.63625,0.0727792,7484.84228515625
"4","2","10","1","6","2","2",0.545833,0.807083,0.132467,6512.6416015625
"4","2","10","1","7","1","2",0.53,0.72,0.235692,6745.05908203125
"4","2","10","1","1","1","2",0.4775,0.694583,0.38061125,4938.69970703125
"4","2","10","1","3","2","2",0.318182,0.825455,0.213009,4212.955078125
"4","2","11","1","7","1","2",0.343333,0.49125,0.270529,4965.84130859375
"4","2","11","1","5","2","1",0.352174,0.333478,0.347835,4704.3916015625
"4","2","11","1","7","1","1",0.389167,0.645417,0.0578458,5531.0478515625
"4","2","11","1","4","2","1",0.289167,0.552083,0.199625,5360.3330078125
"4","2","11","1","2","2","2",0.380833,0.623333,0.235067,5570.12451171875
"4","2","11","1","6","2","1",0.368333,0.56875,0.148021,5788.90625
"4","2","12","1","7","1","2",0.298333,0.806667,0.0597042,4057.71997070312
"4","2","12","1","3","2","1",0.475833,0.73375,0.174129,6474.98828125
"4","2","12","1","3","2","2",0.353333,0.596667,0.296037,5013.0673828125
"4","2","12","1","4","2","2",0.2975,0.538333,0.162937,5167.15087890625
"1","2","12","1","4","2","3",0.243333,0.823333,0.316546,1182.0830078125
"1","2","12","1","6","2","2",0.253333,0.59,0.155471,3146.58520507812
